Zone	Org District	AC	Org Mandal	LBName	2020 LSG		2024 GE		2025 LSG	
Thiruvananthapuram	Pathanamthitta	Thiruvalla	Thiruvalla	Niranam Gramapanchayath	7.42%	660	17.30%	1224	18.30%	2142
Alappuzha	Alappuzha North	Alappuzha	Mararikkulam	Mararikulam North Grama Panchayat	19.23%	3999	24%	4791	25%	5675
Palakkad 	Palakkad East	Malampuzha	Malampuzha	Akathethara	34.76%	5948	39.10%	6318	40.10%	8950
Thiruvananthapuram	Thiruvananthapuram North	Attingal	Attingal	Vakkom Gramapanchayath	29.87%	3146	39.50%	3674	40.50%	5755
Palakkad 	Palakkad West	Shornur	Shornur	Vaniyamkulam Gramapanchayath	39.55%	8320	35.20%	7155	40.55%	10110
Palakkad 	Palakkad East	Chittur	Chittoor	Polppulli Grampanchayat	6.36%	750	17.20%	1825	18.20%	2459
Alappuzha	Alappuzha South	Haripad	Haripad	Haripad	22.81%	4614	39.70%	8537	40.70%	9799
Palakkad 	Palakkad East	Chittur	Kozhinjampara	Vadakarapathy Grampanchayat	3.76%	656	10.70%	1562	11.70%	2337
Palakkad 	Palakkad East	Chittur	Chittoor	Perumatty Gramapanchayath	10.03%	1979	17.50%	2894	18.50%	4031
Palakkad 	Palakkad East	Chittur	Kozhinjampara	Nalleppilly Gramapanchayath	11.21%	2501	18.10%	3664	19.10%	4863
Palakkad 	Palakkad East	Chittur	Kozhinjampara	Kozhinjampara Gramapanchayath	8.56%	1821	17.40%	2595	18.40%	4341
Palakkad 	Palakkad West	Mannarkad	Mannarkkad	Thenkara Gramapanchayath	19.54%	3516	24.10%	3583	25.10%	5515
Kozhikode 	Kannur South	Dharmadam	Dharmadom	Dharmadam	24.22%	4959	17.80%	3581	25.22%	5685
Ernakulam 	Thrissur South	Irinjalakuda	Aloor	Velookkara	23.98%	4660	39.70%	7610	40.70%	10173
Palakkad 	Palakkad West	Tarur	Tharur	Peringottukurissi Gramapanchayath	16.03%	2808	26%	3930	27%	5463
Palakkad 	Palakkad East	Palakkad	Pirayiri	Mathoor Grampanchayat	14.48%	2524	22.50%	3599	23.50%	4808
Palakkad 	Palakkad East	Alathur	Alathur	Kuzhalmannam Gramapanchayath	12.67%	2355	18.80%	3043	19.80%	4060
Palakkad 	Palakkad West	Tarur	Tharur	Kuthanur Grampanchayat	17.80%	2867	19.10%	2669	20.10%	4020
Alappuzha	Kottayam West	Vaikom	Vaikom	Thalayazham Gramapanchayath	12.00%	1579	24.40%	2902	25.40%	3801
Thiruvananthapuram	Thiruvananthapuram South	Kattakkada	Malayinkeezhu	Malayinkeezhu Grampanchayat	25.05%	5827	39.80%	8600	40.80%	12036
Palakkad 	Palakkad East	Kongad	Kongad	Mankara	18.03%	2294	29.20%	1062	30.20%	4678
Palakkad 	Palakkad East	Kongad	Kongad	Mannoor Grampanchayat	18.43%	2617	28.80%	3498	29.80%	5158
Alappuzha	Alappuzha South	Haripad	Karthikappalli	Karthikapally gram panchayat	31.06%	2766	39.80%	2991	40.80%	4149
Palakkad 	Palakkad East	Kongad	Kongad	Kongad Gramapanchayath	12.93%	2465	25%	4626	26%	5917
Ernakulam 	Thrissur City	Manalur	Manalur	Arimbur	16.11%	3490	39.90%	7189	40.90%	10696
Palakkad 	Palakkad East	Palakkad	Pirayiri	Pirayiri Gramapanchayath	13.92%	3650	23.30%	5826	24.30%	8126
Palakkad 	Palakkad West	Mannarkad	Attappady	Sholayar	12.46%	1334	17.30%	1519	18.30%	2231
Ernakulam 	Thrissur City	Puthukkad	Amballur	Nenmanikkara	23.14%	3432	40%	5819	41%	6367
Ernakulam 	Thrissur City	Nattika	Cherpu	Chazhur	25.86%	5013	40.10%	8058	41.10%	8568
Alappuzha	Alappuzha North	Ambalappuzha	Ambalappuzha	Ambalapuzha North	18.00%	3485	25.20%	4239	26.20%	5704
Palakkad 	Palakkad East	Kongad	Karimba	Thachampara Gramapanchayath	5.22%	708	16.20%	1999	39%	6433
Palakkad 	Palakkad East	Kongad	Karimba	Kanhirapuzha Grama Panchayat	6.40%	1276	22.40%	3935	23.40%	5604
Palakkad 	Palakkad West	Mannarkad	Mannarkkad	Kumaramputhur gram panchayat	4.14%	904	10.70%	2115	11.70%	2956
Palakkad 	Palakkad West	Mannarkad	Mannarkkad	Kottappadam Gramapanchayath	2.36%	647	7.30%	1858	8.30%	2691
Ernakulam 	Thrissur City	Puthukkad	Puthukkad	Mattathur	21.79%	6906	40.80%	12009	41.80%	15763
Palakkad 	Palakkad West	Mannarkad	Mannarkkad	Alanallur	3.34%	1138	9.10%	2985	10.10%	4279
Palakkad 	Palakkad West	Ottapalam	Sreekrishnapuram	Pookottukavu Gramapanchayath	5.99%	592	26.30%	2454	27.30%	3282
Palakkad 	Palakkad West	Ottapalam	Sreekrishnapuram	Thachanattukara Gramapanchayath	7.57%	1333	11.70%	1982	12.70%	2742
Palakkad 	Palakkad East	Kongad	Karimba	Karakurussi Gramapanchayath	7.05%	1222	14.70%	2306	15.70%	3230
Palakkad 	Palakkad West	Shornur	Cherpulassery	Vellinezhi Gramapanchayath	8.73%	1087	26.40%	3116	27.40%	3857
Ernakulam 	Thrissur North	Guruvayoor	Guruvayoor	Guruvayoor	15.13%	6985	41%	18462	42%	25793
Palakkad 	Palakkad West	Ottapalam	Sreekrishnapuram	Karimpuzha Gramapanchayath	14.68%	3143	19.90%	4045	20.90%	5241
Palakkad 	Palakkad West	Ottapalam	Sreekrishnapuram	Kadampazhipuram Gramapanchayath	20.31%	4282	27.80%	5560	28.80%	6950
Palakkad 	Palakkad West	Shornur	Cherpulassery	Nellaya	9.32%	2154	17.30%	3828	18.30%	5239
Alappuzha	Alappuzha North	Aroor	Aroor	Thuravoor grama panchayat	14.42%	2780	25.60%	209	26.60%	5895
Thiruvananthapuram	Pathanamthitta	Thiruvalla	Thiruvalla	Kadapra Gramapanchayath	15.20%	1994	20.80%	2266	21.80%	3976
Ernakulam 	Thrissur City	Ollur	Peechi	Madakkathara	20.03%	3937	41%	7881	42%	9054
Kozhikode 	Kasaragod	Manjeshwaram	Manjeshwar	Paivalike	37.06%	7644	41.10%	8350	42.10%	10694
Alappuzha	Kottayam West	Vaikom	Vaikom	TV Puram Grama Panchayat	19.53%	2520	26.20%	2928	27.20%	3827
Palakkad 	Palakkad West	Shornur	Shornur	Ananganadi	14.00%	2230	18.30%	2686	19.30%	3752
Thiruvananthapuram	Thiruvananthapuram North	Attingal	Attingal	Attingal	28.28%	6511	41.40%	9109	42.40%	12815
Palakkad 	Palakkad West	Thrithala	Thrithala	Parathur Gramapanchayath	6.49%	1134	15.90%	2901	16.90%	3647
Palakkad 	Palakkad West	Pattambi	Koppam	Vilayur Gramapanchayath	3.80%	611	11.10%	1661	12.10%	2338
Palakkad 	Palakkad West	Pattambi	Koppam	Thiruvegappura Gramapanchayath	7.31%	1634	13.40%	2831	14.40%	3831
Thiruvananthapuram	Thiruvananthapuram North	Chirayinkeezhu	Kadakkavoor	Mudakkal Gramapanchayath	28.61%	6469	41.50%	8637	42.50%	12125
Palakkad 	Palakkad West	Pattambi	Pattambi	Muthuthala Gramapanchayath	16.85%	2741	19.80%	3581	20.80%	4149
Palakkad 	Palakkad West	Pattambi	Koppam	Kulukkallur Gramapanchayath	9.40%	1827	12%	2041	13%	3019
Palakkad 	Palakkad West	Pattambi	Koppam	Koppam Gramapanchayath	8.54%	1689	15.30%	3322	16.30%	3924
Palakkad 	Palakkad West	Thrithala	Thrithala	Thrithala Grampanchayat	13.17%	2349	24.30%	4282	25.30%	4494
Palakkad 	Palakkad East	Palakkad	Pirayiri	Kannadi Gramapanchayath	9.81%	1656	26.80%	4298	27.80%	5617
Palakkad 	Palakkad West	Thrithala	Kappur	Pattithara Gramapanchayath	9.59%	2117	15.40%	3273	16.40%	4443
Ernakulam 	Thrissur South	Irinjalakuda	Irinjalakuda	Irinjalakuda	24.27%	9856	41.50%	NA	42.50%	22262
Palakkad 	Palakkad West	Thrithala	Kappur	Kappoor Gramapanchayath	10.67%	2199	16.10%	3410	17.10%	4533
Palakkad 	Palakkad West	Thrithala	Kappur	Chalissery Gramapanchayath	10.38%	1690	16.80%	2616	17.80%	3688
Palakkad 	Palakkad West	Thrithala	Kappur	Anakkara	7.96%	1293	18.40%	2973	19.40%	3973
Palakkad 	Malappuram Central	Kondotty	Kondotty	Kondotty	0.56%	220	4.90%	841	5.90%	2687
Palakkad 	Malappuram West	Thirurangadi	Tirurangadi	Tirurangadi	3.84%	1250	7.10%	2166	8.10%	3424
Palakkad 	Malappuram Central	Kottakkal	Kuttippuram	Valanchery	6.70%	1744	11.50%	2473	12.50%	3769
Palakkad 	Malappuram West	Thirurangadi	Tirurangadi	Parappanangadi	9.02%	3967	11.30%	4832	12.30%	6345
Ernakulam 	Thrissur City	Nattika	Cherpu	Thanniam	20.42%	3893	41.70%	8257	42.70%	10810
Palakkad 	Malappuram East	Nilambur	Nilambur	Nilambur	4.86%	1442	12.10%	3188	13.10%	4556
Palakkad 	Malappuram Central	Kottakkal	Kottakkal	Kottakkal	5.59%	1654	8.70%	2172	9.70%	3625
Palakkad 	Malappuram East	Manjeri	Manjeri	Manjeri	2.93%	1904	8.40%	5141	9.40%	7095
Palakkad 	Malappuram Central	Malappuram	Malappuram	Malappuram	1.04%	459	6.50%	2967	7.50%	4101
Palakkad 	Malappuram East	Perinthalamanna	Perinthalmanna	Perinthalmanna	2.70%	899	9.10%	2766	10.10%	4099
Palakkad 	Malappuram West	Tirur	Tirur	Tirur	3.56%	1257	9.80%	3114	10.80%	4422
Palakkad 	Malappuram West	Ponnani	Ponnani	Ponnani	11.45%	6067	17.20%	7517	18.20%	11724
Palakkad 	Malappuram West	Ponnani	Changaramkulam	Veliyancode	2.67%	561	16.20%	1662	17.20%	4650
Palakkad 	Malappuram West	Ponnani	Changaramkulam	Perumbadappu	6.38%	1227	6.70%	1222	7.70%	1831
Palakkad 	Malappuram West	Ponnani	Changaramkulam	Nannamukku	13.62%	2593	15.60%	2741	16.60%	3913
Palakkad 	Malappuram West	Ponnani	Ponnani	Marancherry Grama Panchayath Boundary	12.14%	2876	15.30%	3300	16.30%	4880
Palakkad 	Malappuram West	Ponnani	Changaramkulam	Alamkode	8.43%	1755	15.90%	3506	16.90%	4906
Palakkad 	Malappuram West	Thavanur	Thavanur	Kaladi	12.34%	2029	15.10%	4543	16.10%	3514
Ernakulam 	Thrissur City	Nattika	Nattika	Valappad	25.73%	5853	42%	9445	43%	11578
Palakkad 	Malappuram West	Thavanur	Thavanur	Vattamkulam	17.25%	4223	25.10%	6078	26.10%	8074
Palakkad 	Malappuram West	Thavanur	Thavanur	Tanur	7.91%	1802	16.50%	7444	17.50%	4556
Palakkad 	Malappuram West	Tirur	Thirunavaya	Thirunavaya	1.86%	528	4.90%	1303	5.90%	2117
Palakkad 	Malappuram West	Tirur	Tirur	Thalakkad	6.84%	1577	12.10%	2435	13.10%	3908
Palakkad 	Malappuram West	Tirur	Tirur	Vettom	6.44%	1538	11.60%	2525	12.60%	3515
Palakkad 	Malappuram West	Thavanur	Thrippangodu	Thrippengode	5.16%	1432	9.90%	2460	10.90%	3759
Palakkad 	Malappuram West	Thavanur	Thrippangodu	Mangalam	9.75%	2058	13.40%	2546	14.40%	4944
Palakkad 	Malappuram West	Thavanur	Thrippangodu	Purathoor	12.83%	2763	18%	3250	19%	4987
Palakkad 	Malappuram West	Vallikkunnu	Pallikkal	Peruvalloor	6.58%	1525	10.70%	2352	11.70%	3253
Ernakulam 	Thrissur City	Nattika	Cherpu	Paralam	26.76%	4644	42.30%	7127	43.30%	9015
Palakkad 	Malappuram West	Vallikkunnu	Vallikkunnu	Thenhippalam	13.82%	2909	17.50%	3324	18.50%	4685
Palakkad 	Malappuram West	Vallikkunnu	Vallikkunnu	Moonniyur	4.55%	1581	8.50%	2516	9.50%	4180
Palakkad 	Malappuram West	Thirurangadi	Edarikkodu	Nannambra	4.49%	1110	7.10%	1607	8.10%	2571
Palakkad 	Malappuram West	Thirurangadi	Edarikkodu	Edarikkode	1.36%	230	6.60%	1018	7.60%	1427
Palakkad 	Malappuram Central	Vengara	Parappur	Oorakam	2.01%	334	7.40%	1251	8.40%	1864
Palakkad 	Malappuram Central	Vengara	Vengara	Kannamangalam	2.77%	674	6.90%	1582	7.90%	2484
Palakkad 	Malappuram Central	Vengara	Vengara	Vengara	1.30%	364	5.10%	1405	6.10%	2150
Palakkad 	Malappuram West	Thirurangadi	Edarikkodu	Thennela	1.65%	299	5.70%	980	6.70%	1510
Palakkad 	Malappuram Central	Vengara	Parappur	Parappoor	1.52%	347	3.30%	682	4.30%	1230
Palakkad 	Malappuram Central	Vengara	Vengara	Abdurahiman Nagar	2.83%	702	7.30%	1694	8.30%	2617
Palakkad 	Malappuram West	Thirurangadi	Edarikkodu	Perumanna Klari	1.66%	274	4.70%	710	5.70%	1064
Palakkad 	Malappuram West	Tirur	Thirunavaya	Valavannur	3.22%	693	6.40%	1278	7.40%	2004
Palakkad 	Malappuram West	Tanur	Tanur	Thanalur	5.75%	1887	9%	2473	10%	3745
Palakkad 	Malappuram West	Tanur	Tanur	Niramarutur	5.12%	1045	6.50%	1271	7.50%	1834
Palakkad 	Malappuram West	Tanur	Ponmundam	Ozhoor	6.89%	1637	11.40%	2365	12.40%	3485
Palakkad 	Malappuram West	Tanur	Ponmundam	Cheriyamundam	2.46%	463	5.50%	2089	6.50%	1585
Palakkad 	Malappuram West	Tanur	Ponmundam	Ponmundam	2.17%	352	6.80%	963	7.80%	1567
Palakkad 	Malappuram West	Tirur	Thirunavaya	Kalpakancheri	NA	NA	2.10%	377	3.10%	794
Palakkad 	Malappuram Central	Kottakkal	Kuttippuram	Kuttippuram	7.71%	2309	11.20%	2712	12.20%	4380
Palakkad 	Malappuram Central	Kottakkal	Kottakkal	Marakkara	3.56%	932	6.90%	1638	7.90%	2596
Palakkad 	Malappuram Central	Kottakkal	Kuttippuram	Irumbiliyum	6.55%	1357	12.80%	2468	13.80%	3389
Palakkad 	Malappuram Central	Kottakkal	Kuttippuram	Edayur	3.94%	903	7.60%	1610	8.60%	2403
Palakkad 	Malappuram West	Tirur	Thirunavaya	Athavanad	2.89%	766	6.60%	1512	7.60%	2515
Palakkad 	Malappuram Central	Mankada	Mankada	Mankada	2.02%	447	5.60%	1174	6.60%	1789
Palakkad 	Malappuram Central	Mankada	Mankada	Makkaraparamba	0.54%	62	3.70%	446	4.70%	717
Palakkad 	Malappuram Central	Mankada	Kolathur	Moorkanade	5.21%	1244	8.80%	1790	9.80%	2934
Palakkad 	Malappuram Central	Mankada	Mankada	Puzhakkatiri	4.94%	1005	8.20%	1484	9.20%	2397
Palakkad 	Malappuram Central	Mankada	Kolathur	Koottilangadi	0.60%	145	3.60%	828	4.60%	1336
Palakkad 	Malappuram Central	Mankada	Kolathur	Kuruva	2.65%	825	5.90%	1637	6.90%	2693
Palakkad 	Malappuram Central	Mankada	Mankada	Angadippuram	5.59%	2062	9.60%	3251	10.60%	4855
Palakkad 	Malappuram East	Perinthalamanna	Elamkulam	Pulamanthole	2.76%	710	7%	1698	8%	2402
Palakkad 	Malappuram East	Perinthalamanna	Perinthalmanna	Vettattur	1.80%	336	4%	695	5%	1149
Palakkad 	Malappuram East	Perinthalamanna	Perinthalmanna	Tazhekkod	1.10%	291	3.20%	835	4.20%	1390
Palakkad 	Malappuram East	Manjeri	Pandikkad	Keezhattur	4.32%	1036	6%	1293	7%	1950
Palakkad 	Malappuram East	Perinthalamanna	Perinthalmanna	Melattur	4.15%	766	9.30%	1544	10.30%	2412
Palakkad 	Malappuram East	Perinthalamanna	Elamkulam	Elamkulam	3.63%	645	8.90%	1327	9.90%	2181
Palakkad 	Malappuram East	Perinthalamanna	Elamkulam	Aliparamba	2.82%	791	6.10%	1624	7.10%	2421
Palakkad 	Malappuram Central	Malappuram	Malappuram	Kodur	0.74%	182	3.60%	687	4.60%	1353
Palakkad 	Malappuram Central	Vengara	Parappur	Othukkungal	0.60%	147	3.60%	774	4.60%	1434
Palakkad 	Malappuram Central	Malappuram	Pookkottur	Pookkottur	0.64%	149	4.20%	993	5.20%	1501
Palakkad 	Malappuram Central	Kottakkal	Kottakkal	Ponmala	4.40%	1012	6.50%	1349	7.50%	2071
Palakkad 	Malappuram Central	Malappuram	Pookkottur	Morayur	1.36%	309	5%	1031	6%	1663
Palakkad 	Malappuram Central	Malappuram	Malappuram	Anakayam	0.75%	251	3.50%	1050	4.50%	1739
Palakkad 	Malappuram East	Ernaad	Edavanna	Edavanna	2.27%	725	6.40%	1929	7.40%	2780
Palakkad 	Malappuram Central	Malappuram	Pookkottur	Pulpatta	1.30%	377	5%	1319	6%	1921
Palakkad 	Malappuram Central	Kondotty	Vazhakkad	Cheekkode	0.73%	157	5.60%	1185	6.60%	1631
Palakkad 	Malappuram East	Ernaad	Eranad	Kuzhimanna	2.08%	464	5.60%	935	6.60%	1731
Palakkad 	Malappuram East	Ernaad	Eranad	Keezhuparamba	1.71%	270	5%	747	6%	1132
Palakkad 	Malappuram East	Ernaad	Eranad	Kavanur	1.87%	490	6.80%	1570	7.80%	2311
Palakkad 	Malappuram East	Ernaad	Edavanna	Urangattiri	2.38%	628	7.60%	2002	8.60%	2689
Palakkad 	Malappuram East	Ernaad	Eranad	Areacode	1.42%	297	5.90%	1183	6.90%	1543
Palakkad 	Malappuram East	Manjeri	Pandikkad	Edapatta	1.02%	162	4%	403	5%	945
Palakkad 	Malappuram East	Nilambur	Nilambur	Karulai	3.01%	468	7.30%	1244	8.30%	1582
Palakkad 	Malappuram East	Nilambur	Nilambur	Amarambalam	6.36%	1579	13.50%	2811	14.50%	4253
Palakkad 	Malappuram East	Wandoor	Kalikkavu	Thuvoor	1.22%	254	7.70%	1379	8.70%	2051
Palakkad 	Malappuram East	Wandoor	Kalikkavu	Karuvarakundu	2.36%	626	7.20%	1705	8.20%	2649
Palakkad 	Malappuram East	Wandoor	Kalikkavu	Chokkad	1.77%	373	4.60%	858	5.60%	1376
Palakkad 	Malappuram East	Wandoor	Kalikkavu	Kalikavu	1.55%	377	6.90%	1457	7.90%	2300
Palakkad 	Malappuram East	Manjeri	Manjeri	Thrikkalangode	5.16%	1860	10.30%	3318	11.30%	4845
Palakkad 	Malappuram East	Manjeri	Pandikkad	Pandikkad	3.93%	1403	7.80%	2489	8.80%	3783
Palakkad 	Malappuram East	Wandoor	Wandoor	Porur	3.72%	758	6.80%	834	7.80%	1852
Palakkad 	Malappuram East	Wandoor	Wandoor	Mampad	0.42%	105	4.60%	1132	5.60%	1760
Palakkad 	Malappuram East	Wandoor	Wandoor	Thiruvali	4.87%	887	13.10%	2901	14.10%	3387
Palakkad 	Malappuram East	Wandoor	Wandoor	Wandoor	4.87%	1626	10.70%	3413	11.70%	4609
Ernakulam 	Thrissur South	Irinjalakuda	Aloor	Poomangalam	23.26%	1981	42.50%	3493	43.50%	4547
Palakkad 	Malappuram Central	Kondotty	Vazhakkad	Muthuvallur	2.32%	397	5.70%	900	6.70%	1315
Palakkad 	Malappuram Central	Kondotty	Kondotty	Pulikkal	1.69%	461	4.80%	1162	5.80%	1874
Palakkad 	Malappuram Central	Kondotty	Vazhakkad	Vazhakkad	4.98%	1203	7.20%	1690	8.20%	2356
Alappuzha	Alappuzha North	Alappuzha	Alappuzha	Aryad	17.55%	3441	27%	6078	28%	6376
Kozhikode 	Kasaragod	Kasargod	Badiadka	Kumbadaje	31.98%	3028	42.50%	3891	43.50%	4820
Palakkad 	Malappuram Central	Kondotty	Kondotty	Cherukavu	13.81%	3464	17.70%	4095	18.70%	5482
Palakkad 	Malappuram East	Ernaad	Edavanna	Chaliyar	2.02%	286	12%	1077	13%	2029
Palakkad 	Malappuram East	Nilambur	Nilambur	Chungathara	6.66%	1633	11.30%	2620	12.30%	3502
Palakkad 	Malappuram East	Nilambur	Edakkara	Moothedam	3.48%	610	8.70%	1191	9.70%	1929
Palakkad 	Malappuram East	Nilambur	Edakkara	Edakkara	5.46%	1058	12%	1962	13%	2853
Palakkad 	Malappuram East	Nilambur	Edakkara	Pothukal	3.80%	703	10.90%	1808	11.90%	2394
Palakkad 	Malappuram East	Nilambur	Edakkara	Vazhikkadavu	3.52%	702	9.90%	2819	10.90%	3760
Kozhikode 	Kozhikode City	Beypore	Ramanattukara	Feroke	10.96%	3816	12.80%	4411	13.80%	5769
Kozhikode 	Kozhikode Rural	Thiruvambady	Mukkam	Mukkam	6.02%	1690	15.80%	4158	16.80%	5353
Kozhikode 	Kozhikode Rural	Koduvally	Koduvally	Koduvally	2.25%	743	5.50%	1681	6.50%	2414
Kozhikode 	Kozhikode City	Beypore	Ramanattukara	Ramanattukara	13.47%	3234	15.60%	3699	16.60%	4595
Kozhikode 	Kozhikode North	Koyilandy	Payyoli	Payyoli	12.54%	4189	12.30%	4236	13.54%	5383
Kozhikode 	Kozhikode North	Vatakara	Vadakara	Vatakara	12.61%	6079	10.80%	4485	13.61%	7899
Kozhikode 	Kozhikode North	Koyilandy	Koyilandy	Koyilandy	15.77%	7652	16%	7260	17%	9654
Kozhikode 	Kozhikode City	Kunnamangalam	Olavanna	Olavanna	21.35%	9218	19.50%	8118	22.35%	11388
Kozhikode 	Kozhikode City	Beypore	Ramanattukara	Kadalundi	11.68%	3315	15.60%	4262	16.60%	5507
Kozhikode 	Kozhikode City	Kunnamangalam	Edarikkodu	Perumanna	14.69%	3898	14.50%	3807	15.69%	4806
Kozhikode 	Kozhikode City	Kunnamangalam	Olavanna	Peruvayal	14.71%	4988	16.10%	5648	17.10%	6446
Kozhikode 	Kozhikode City	Kunnamangalam	Kunnamangalam	Chathamangalam	13.25%	4097	15%	4534	16%	5728
Ernakulam 	Thrissur City	Manalur	Manalur	Manalur	22.32%	4782	42.90%	8438	43.90%	11089
Kozhikode 	Kozhikode Rural	Thiruvambady	Mukkam	Karassery	2.58%	567	6.90%	1388	7.90%	1825
Kozhikode 	Kozhikode City	Kunnamangalam	Kunnamangalam	Mavoor	10.46%	2199	15.70%	3247	16.70%	4052
Kozhikode 	Kozhikode Rural	Elathur	Chelannur	Kuruvattoor	12.58%	3111	17.10%	3530	18.10%	5131
Kozhikode 	Kozhikode Rural	Thiruvambady	Mukkam	Kodiyathur	2.86%	562	5.20%	879	6.20%	1356
Kozhikode 	Kozhikode Rural	Thiruvambady	Thiruvambady	Kodanchery	2.82%	640	9.70%	1889	10.70%	3089
Kozhikode 	Kozhikode Rural	Koduvally	Thamarassery	Kattippara	7.51%	1169	11.70%	415	12.70%	2236
Kozhikode 	Kozhikode Rural	Koduvally	Thamarassery	Omassery	9.29%	2057	10.50%	2227	11.50%	3030
Kozhikode 	Kozhikode Rural	Koduvally	Thamarassery	Thamarassery	7.43%	1700	10.80%	3627	11.80%	3121
Kozhikode 	Kozhikode Rural	Thiruvambady	Thiruvambady	Puthuppadi	2.27%	635	8.10%	1981	9.10%	3083
Kozhikode 	Kozhikode Rural	Koduvally	Koduvally	Madavoor	4.89%	974	7.90%	2472	8.90%	1984
Kozhikode 	Kozhikode Rural	Koduvally	Thamarassery	Kizhakkoth	4.03%	880	7.80%	1617	8.80%	2310
Kozhikode 	Kozhikode Rural	Thiruvambady	Mukkam	Koodaranhi	3.32%	348	10.20%	1045	11.20%	1544
Kozhikode 	Kozhikode Rural	Thiruvambady	Thiruvambady	Thiruvambadi	2.56%	462	12%	2036	13%	2934
Kozhikode 	Kozhikode Rural	Elathur	Elathur	Thalakulathur	13.12%	2706	18.10%	3366	19.10%	4264
Kozhikode 	Kozhikode Rural	Koduvally	Koduvally	Narikunni	8.87%	1519	10.60%	1724	11.60%	2273
Ernakulam 	Thrissur South	Irinjalakuda	Irinjalakuda	Padiyoor	30.61%	3975	43.10%	5536	44.10%	6884
Kozhikode 	Kasaragod	Manjeshwaram	Manjeshwar	Meenja	37.45%	5695	43.10%	6435	44.10%	8415
Kozhikode 	Kozhikode Rural	Elathur	Chelannur	Chelannur	10.93%	3107	17.90%	5433	18.90%	6197
Kozhikode 	Kozhikode Rural	Elathur	Elathur	Kakkodi	10.49%	3065	17.50%	5248	18.50%	6210
Kozhikode 	Kozhikode Rural	Balussery	Balussery	Atholi	13.08%	2697	15.60%	3280	16.60%	4061
Thiruvananthapuram	Thiruvananthapuram South	Kovalam	Kovalam	Kalliyoor Gramapanchayath	33.00%	9168	43.70%	11105	44.70%	15066
Kozhikode 	Kozhikode North	Koyilandy	Payyoli	Moodadi	7.28%	1510	8.30%	2174	9.30%	2319
Kozhikode 	Kozhikode North	Perambra	Meppayur	Arikkulam	10.03%	1383	7.30%	982	11.03%	1729
Kozhikode 	Kozhikode North	Koyilandy	Koyilandy	Chemanchery	15.34%	3747	11.20%	2277	16.34%	4707
Kozhikode 	Kozhikode Rural	Balussery	Ulliyeri	Koorachundu	1.69%	188	6.80%	619	7.80%	1114
Kozhikode 	Kozhikode Rural	Balussery	Balussery	Panangad	13.33%	3184	15.10%	3357	16.10%	4273
Kozhikode 	Kozhikode Rural	Balussery	Balussery	Unnikulam	12.83%	4269	13.40%	3957	14.40%	5884
Kozhikode 	Kozhikode Rural	Balussery	Ulliyeri	Ulliyeri	9.60%	2272	12.90%	2879	13.90%	3507
Kozhikode 	Kozhikode Rural	Balussery	Ulliyeri	Kottur	7.03%	1609	10%	2060	11%	2833
Kozhikode 	Kozhikode Rural	Balussery	Ulliyeri	Naduvannur	6.27%	1191	9.20%	1825	10.20%	2241
Kozhikode 	Kozhikode Rural	Balussery	Balussery	Balussery	15.63%	3200	16.40%	3526	17.40%	4062
Kozhikode 	Kozhikode North	Perambra	Perambra	Chakkittapara	3.55%	518	5.50%	698	6.50%	1084
Kozhikode 	Kozhikode North	Perambra	Perambra	Perambra	9.79%	2333	10.40%	162	11.40%	3076
Kozhikode 	Kozhikode North	Perambra	Perambra	Koothali	7.56%	897	8.80%	1036	9.80%	1240
Kozhikode 	Kozhikode Rural	Balussery	Ulliyeri	Kayanna	8.55%	875	10.60%	1085	11.60%	1293
Kozhikode 	Kozhikode North	Perambra	Perambra	Changaroth	8.75%	1960	8.30%	1683	9.75%	2582
Kozhikode 	Kozhikode North	Perambra	Meppayur	Nochad	4.27%	859	6.20%	1023	7.20%	1621
Kozhikode 	Kozhikode North	Perambra	Perambra	Cheruvannur	8.47%	1481	8.20%	3615	9.47%	1874
Kozhikode 	Kozhikode North	Perambra	Meppayur	Meppayur	5.70%	1148	6.30%	1213	7.30%	1694
Kozhikode 	Kozhikode North	Koyilandy	Payyoli	Thikkodi	12.57%	2270	7.40%	1199	13.57%	2860
Kozhikode 	Kozhikode North	Perambra	Meppayur	Keezhariyur	9.93%	1109	9%	911	10.93%	1380
Kozhikode 	Kozhikode North	Perambra	Meppayur	Thurayur	6.60%	654	10.20%	971	11.20%	1290
Kozhikode 	Kozhikode North	Kuttiady	Villiappally	Thiruvallur	3.13%	813	5.60%	1752	6.60%	1957
Kozhikode 	Kozhikode North	Kuttiady	Villiappally	Maniyur	6.70%	1947	6%	1830	7.70%	2486
Kozhikode 	Kozhikode North	Kuttiady	Villiappally	Villiappally	11.08%	2667	8.50%	2398	12.08%	3386
Kozhikode 	Kozhikode North	Kuttiady	Villiappally	Ayancheri	8.16%	1543	8.20%	1716	9.20%	2155
Kozhikode 	Kozhikode North	Nadapuram	Naripatta	Narippatta	11.42%	2038	8.50%	1657	12.42%	2644
Kozhikode 	Kozhikode North	Nadapuram	Naripatta	Maruthonkara	6.97%	1031	8.10%	1124	9.10%	1471
Kozhikode 	Kozhikode North	Kuttiady	Kuttiady	Kuttiadi	7.14%	967	5.20%	745	8.14%	1286
Kozhikode 	Kozhikode North	Nadapuram	Naripatta	Kavilumpara	6.98%	1106	7.60%	1155	8.60%	1558
