Zone,Org District,AC,Org Mandal,LBName,2020 LSG,,2024 GE,,2025 LSG,
Palakkad,Palakkad East,Nenmara,Kollengode,Nelliyampathy Gramapanchayath,9.26%,300,7.9%,183,10.26%,402
Palakkad,Palakkad East,Nenmara,Nenmara,Ayiloor,7.67%,1458,12.3%,1903,13.3%,2973
Palakkad,Palakkad East,Chittur,Chittoor,Pattanchery Gramapanchayath,10.34%,1871,18.6%,3794,19.6%,3771
Palakkad,Palakkad East,Chittur,Chittoor,Peruvemba Gramapanchayath,7.38%,1006,15.4%,1931,16.4%,2408
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Niranam Gramapanchayath,7.42%,660,17.3%,1224,18.3%,2142
Alappuzha,Alappuzha North,Alappuzha,Mararikkulam,Mararikulam North Grama Panchayat,19.23%,3999,24%,4791,25%,5675
Palakkad,Palakkad East,Malampuzha,Malampuzha,Akathethara,34.76%,5948,39.1%,6318,40.1%,8950
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Attingal,Vakkom Gramapanchayath,29.87%,3146,39.5%,3674,40.5%,5755
Palakkad,Palakkad West,Shornur,Shornur,Vaniyamkulam Gramapanchayath,39.55%,8320,35.2%,7155,40.55%,10110
Palakkad,Palakkad East,Chittur,Chittoor,Polppulli Grampanchayat,6.36%,750,17.2%,1825,18.2%,2459
Alappuzha,Alappuzha South,Haripad,Haripad,Haripad,22.81%,4614,39.7%,8537,40.7%,9799
Palakkad,Palakkad East,Chittur,Kozhinjampara,Vadakarapathy Grampanchayat,3.76%,656,10.7%,1562,11.7%,2337
Palakkad,Palakkad East,Chittur,Chittoor,Perumatty Gramapanchayath,10.03%,1979,17.5%,2894,18.5%,4031
Palakkad,Palakkad East,Chittur,Kozhinjampara,Nalleppilly Gramapanchayath,11.21%,2501,18.1%,3664,19.1%,4863
Palakkad,Palakkad East,Chittur,Kozhinjampara,Kozhinjampara Gramapanchayath,8.56%,1821,17.4%,2595,18.4%,4341
Palakkad,Palakkad West,Mannarkad,Mannarkkad,Thenkara Gramapanchayath,19.54%,3516,24.1%,3583,25.1%,5515
Kozhikode,Kannur South,Dharmadam,Dharmadom,Dharmadam,24.22%,4959,17.8%,3581,25.22%,5685
Ernakulam,Thrissur South,Irinjalakuda,Aloor,Velookkara,23.98%,4660,39.7%,7610,40.7%,10173
Palakkad,Palakkad West,Tarur,Tharur,Peringottukurissi Gramapanchayath,16.03%,2808,26%,3930,27%,5463
Palakkad,Palakkad East,Palakkad,Pirayiri,Mathoor Grampanchayat,14.48%,2524,22.5%,3599,23.5%,4808
Palakkad,Palakkad East,Alathur,Alathur,Kuzhalmannam Gramapanchayath,12.67%,2355,18.8%,3043,19.8%,4060
Palakkad,Palakkad West,Tarur,Tharur,Kuthanur Grampanchayat,17.8%,2867,19.1%,2669,20.1%,4020
Alappuzha,Kottayam West,Vaikom,Vaikom,Thalayazham Gramapanchayath,12%,1579,24.4%,2902,25.4%,3801
Thiruvananthapuram,Thiruvananthapuram South,Kattakkada,Malayinkeezhu,Malayinkeezhu Grampanchayat,25.05%,5827,39.8%,8600,40.8%,12036
Palakkad,Palakkad East,Kongad,Kongad,Mankara,18.03%,2294,29.2%,1062,30.2%,4678
Palakkad,Palakkad East,Kongad,Kongad,Mannoor Grampanchayat,18.43%,2617,28.8%,3498,29.8%,5158
Alappuzha,Alappuzha South,Haripad,Karthikappalli,Karthikapally gram panchayat,31.06%,2766,39.8%,2991,40.8%,4149
Palakkad,Palakkad East,Kongad,Kongad,Kongad Gramapanchayath,12.93%,2465,25%,4626,26%,5917
Ernakulam,Thrissur City,Manalur,Manalur,Arimbur,16.11%,3490,39.9%,7189,40.9%,10696
Palakkad,Palakkad East,Palakkad,Pirayiri,Pirayiri Gramapanchayath,13.92%,3650,23.3%,5826,24.3%,8126
Palakkad,Palakkad West,Mannarkad,Attappady,Sholayar,12.46%,1334,17.3%,1519,18.3%,2231
Ernakulam,Thrissur City,Puthukkad,Amballur,Nenmanikkara,23.14%,3432,40%,5819,41%,6367
Ernakulam,Thrissur City,Nattika,Cherpu,Chazhur,25.86%,5013,40.1%,8058,41.1%,8568
Alappuzha,Alappuzha North,Ambalappuzha,Ambalappuzha,Ambalapuzha North,18%,3485,25.2%,4239,26.2%,5704
Palakkad,Palakkad East,Kongad,Karimba,Thachampara Gramapanchayath,5.22%,708,16.2%,1999,39%,6433
Palakkad,Palakkad East,Kongad,Karimba,Kanhirapuzha Grama Panchayat,6.4%,1276,22.4%,3935,23.4%,5604
Palakkad,Palakkad West,Mannarkad,Mannarkkad,Kumaramputhur gram panchayat,4.14%,904,10.7%,2115,11.7%,2956
Palakkad,Palakkad West,Mannarkad,Mannarkkad,Kottappadam Gramapanchayath,2.36%,647,7.3%,1858,8.3%,2691
Ernakulam,Thrissur City,Puthukkad,Puthukkad,Mattathur,21.79%,6906,40.8%,12009,41.8%,15763
Palakkad,Palakkad West,Mannarkad,Mannarkkad,Alanallur,3.34%,1138,9.1%,2985,10.1%,4279
Palakkad,Palakkad West,Ottapalam,Sreekrishnapuram,Pookottukavu Gramapanchayath,5.99%,592,26.3%,2454,27.3%,3282
Palakkad,Palakkad West,Ottapalam,Sreekrishnapuram,Thachanattukara Gramapanchayath,7.57%,1333,11.7%,1982,12.7%,2742
Palakkad,Palakkad East,Kongad,Karimba,Karakurussi Gramapanchayath,7.05%,1222,14.7%,2306,15.7%,3230
Palakkad,Palakkad West,Shornur,Cherpulassery,Vellinezhi Gramapanchayath,8.73%,1087,26.4%,3116,27.4%,3857
Ernakulam,Thrissur North,Guruvayoor,Guruvayoor,Guruvayoor,15.13%,6985,41%,18462,42%,25793
Palakkad,Palakkad West,Ottapalam,Sreekrishnapuram,Karimpuzha Gramapanchayath,14.68%,3143,19.9%,4045,20.9%,5241
Palakkad,Palakkad West,Ottapalam,Sreekrishnapuram,Kadampazhipuram Gramapanchayath,20.31%,4282,27.8%,5560,28.8%,6950
Palakkad,Palakkad West,Shornur,Cherpulassery,Nellaya,9.32%,2154,17.3%,3828,18.3%,5239
Alappuzha,Alappuzha North,Aroor,Aroor,Thuravoor grama panchayat,14.42%,2780,25.6%,209,26.6%,5895
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Kadapra Gramapanchayath,15.2%,1994,20.8%,2266,21.8%,3976
Ernakulam,Thrissur City,Ollur,Peechi,Madakkathara,20.03%,3937,41%,7881,42%,9054
Kozhikode,Kasaragod,Manjeshwaram,Manjeshwar,Paivalike,37.06%,7644,41.1%,8350,42.1%,10694
Alappuzha,Kottayam West,Vaikom,Vaikom,TV Puram Grama Panchayat,19.53%,2520,26.2%,2928,27.2%,3827
Palakkad,Palakkad West,Shornur,Shornur,Ananganadi,14%,2230,18.3%,2686,19.3%,3752
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Attingal,Attingal,28.28%,6511,41.4%,9109,42.4%,12815
Palakkad,Palakkad West,Thrithala,Thrithala,Parathur Gramapanchayath,6.49%,1134,15.9%,2901,16.9%,3647
Palakkad,Palakkad West,Pattambi,Koppam,Vilayur Gramapanchayath,3.8%,611,11.1%,1661,12.1%,2338
Palakkad,Palakkad West,Pattambi,Koppam,Thiruvegappura Gramapanchayath,7.31%,1634,13.4%,2831,14.4%,3831
Thiruvananthapuram,Thiruvananthapuram North,Chirayinkeezhu,Kadakkavoor,Mudakkal Gramapanchayath,28.61%,6469,41.5%,8637,42.5%,12125
Palakkad,Palakkad West,Pattambi,Pattambi,Muthuthala Gramapanchayath,16.85%,2741,19.8%,3581,20.8%,4149
Palakkad,Palakkad West,Pattambi,Koppam,Kulukkallur Gramapanchayath,9.4%,1827,12%,2041,13%,3019
Palakkad,Palakkad West,Pattambi,Koppam,Koppam Gramapanchayath,8.54%,1689,15.3%,3322,16.3%,3924
Palakkad,Palakkad West,Thrithala,Thrithala,Thrithala Grampanchayat,13.17%,2349,24.3%,4282,25.3%,4494
Palakkad,Palakkad East,Palakkad,Pirayiri,Kannadi Gramapanchayath,9.81%,1656,26.8%,4298,27.8%,5617
Palakkad,Palakkad West,Thrithala,Kappur,Pattithara Gramapanchayath,9.59%,2117,15.4%,3273,16.4%,4443
Ernakulam,Thrissur South,Irinjalakuda,Irinjalakuda,Irinjalakuda,24.27%,9856,41.5%,NA,42.5%,22262
Palakkad,Palakkad West,Thrithala,Kappur,Kappoor Gramapanchayath,10.67%,2199,16.1%,3410,17.1%,4533
Palakkad,Palakkad West,Thrithala,Kappur,Chalissery Gramapanchayath,10.38%,1690,16.8%,2616,17.8%,3688
Palakkad,Palakkad West,Thrithala,Kappur,Anakkara,7.96%,1293,18.4%,2973,19.4%,3973
Palakkad,Malappuram Central,Kondotty,Kondotty,Kondotty,0.56%,220,4.9%,841,5.9%,2687
Palakkad,Malappuram West,Thirurangadi,Tirurangadi,Tirurangadi,3.84%,1250,7.1%,2166,8.1%,3424
Palakkad,Malappuram Central,Kottakkal,Kuttippuram,Valanchery,6.7%,1744,11.5%,2473,12.5%,3769
Palakkad,Malappuram West,Thirurangadi,Tirurangadi,Parappanangadi,9.02%,3967,11.3%,4832,12.3%,6345
Ernakulam,Thrissur City,Nattika,Cherpu,Thanniam,20.42%,3893,41.7%,8257,42.7%,10810
Palakkad,Malappuram East,Nilambur,Nilambur,Nilambur,4.86%,1442,12.1%,3188,13.1%,4556
Palakkad,Malappuram Central,Kottakkal,Kottakkal,Kottakkal,5.59%,1654,8.7%,2172,9.7%,3625
Palakkad,Malappuram East,Manjeri,Manjeri,Manjeri,2.93%,1904,8.4%,5141,9.4%,7095
Palakkad,Malappuram Central,Malappuram,Malappuram,Malappuram,1.04%,459,6.5%,2967,7.5%,4101
Palakkad,Malappuram East,Perinthalamanna,Perinthalmanna,Perinthalmanna,2.7%,899,9.1%,2766,10.1%,4099
Palakkad,Malappuram West,Tirur,Tirur,Tirur,3.56%,1257,9.8%,3114,10.8%,4422
Palakkad,Malappuram West,Ponnani,Ponnani,Ponnani,11.45%,6067,17.2%,7517,18.2%,11724
Palakkad,Malappuram West,Ponnani,Changaramkulam,Veliyancode,2.67%,561,16.2%,1662,17.2%,4650
Palakkad,Malappuram West,Ponnani,Changaramkulam,Perumbadappu,6.38%,1227,6.7%,1222,7.7%,1831
Palakkad,Malappuram West,Ponnani,Changaramkulam,Nannamukku,13.62%,2593,15.6%,2741,16.6%,3913
Palakkad,Malappuram West,Ponnani,Ponnani,Marancherry Grama Panchayath Boundary,12.14%,2876,15.3%,3300,16.3%,4880
Palakkad,Malappuram West,Ponnani,Changaramkulam,Alamkode,8.43%,1755,15.9%,3506,16.9%,4906
Palakkad,Malappuram West,Thavanur,Thavanur,Kaladi,12.34%,2029,15.1%,4543,16.1%,3514
Ernakulam,Thrissur City,Nattika,Nattika,Valappad,25.73%,5853,42%,9445,43%,11578
Palakkad,Malappuram West,Thavanur,Thavanur,Vattamkulam,17.25%,4223,25.1%,6078,26.1%,8074
Palakkad,Malappuram West,Thavanur,Thavanur,Tanur,7.91%,1802,16.5%,7444,17.5%,4556
Palakkad,Malappuram West,Tirur,Thirunavaya,Thirunavaya,1.86%,528,4.9%,1303,5.9%,2117
Palakkad,Malappuram West,Tirur,Tirur,Thalakkad,6.84%,1577,12.1%,2435,13.1%,3908
Palakkad,Malappuram West,Tirur,Tirur,Vettom,6.44%,1538,11.6%,2525,12.6%,3515
Palakkad,Malappuram West,Thavanur,Thrippangodu,Thrippengode,5.16%,1432,9.9%,2460,10.9%,3759
Palakkad,Malappuram West,Thavanur,Thrippangodu,Mangalam,9.75%,2058,13.4%,2546,14.4%,4944
Palakkad,Malappuram West,Thavanur,Thrippangodu,Purathoor,12.83%,2763,18%,3250,19%,4987
Palakkad,Malappuram West,Vallikkunnu,Pallikkal,Peruvalloor,6.58%,1525,10.7%,2352,11.7%,3253
Ernakulam,Thrissur City,Nattika,Cherpu,Paralam,26.76%,4644,42.3%,7127,43.3%,9015
Palakkad,Malappuram West,Vallikkunnu,Vallikkunnu,Thenhippalam,13.82%,2909,17.5%,3324,18.5%,4685
Palakkad,Malappuram West,Vallikkunnu,Vallikkunnu,Moonniyur,4.55%,1581,8.5%,2516,9.5%,4180
Palakkad,Malappuram West,Thirurangadi,Edarikkodu,Nannambra,4.49%,1110,7.1%,1607,8.1%,2571
Palakkad,Malappuram West,Thirurangadi,Edarikkodu,Edarikkode,1.36%,230,6.6%,1018,7.6%,1427
Palakkad,Malappuram Central,Vengara,Parappur,Oorakam,2.01%,334,7.4%,1251,8.4%,1864
Palakkad,Malappuram Central,Vengara,Vengara,Kannamangalam,2.77%,674,6.9%,1582,7.9%,2484
Palakkad,Malappuram Central,Vengara,Vengara,Vengara,1.3%,364,5.1%,1405,6.1%,2150
Palakkad,Malappuram West,Thirurangadi,Edarikkodu,Thennela,1.65%,299,5.7%,980,6.7%,1510
Palakkad,Malappuram Central,Vengara,Parappur,Parappoor,1.52%,347,3.3%,682,4.3%,1230
Palakkad,Malappuram Central,Vengara,Vengara,Abdurahiman Nagar,2.83%,702,7.3%,1694,8.3%,2617
Palakkad,Malappuram West,Thirurangadi,Edarikkodu,Perumanna Klari,1.66%,274,4.7%,710,5.7%,1064
Palakkad,Malappuram West,Tirur,Thirunavaya,Valavannur,3.22%,693,6.4%,1278,7.4%,2004
Palakkad,Malappuram West,Tanur,Tanur,Thanalur,5.75%,1887,9%,2473,10%,3745
Palakkad,Malappuram West,Tanur,Tanur,Niramarutur,5.12%,1045,6.5%,1271,7.5%,1834
Palakkad,Malappuram West,Tanur,Ponmundam,Ozhoor,6.89%,1637,11.4%,2365,12.4%,3485
Palakkad,Malappuram West,Tanur,Ponmundam,Cheriyamundam,2.46%,463,5.5%,2089,6.5%,1585
Palakkad,Malappuram West,Tanur,Ponmundam,Ponmundam,2.17%,352,6.8%,963,7.8%,1567
Palakkad,Malappuram West,Tirur,Thirunavaya,Kalpakancheri,NA,NA,2.1%,377,3.1%,794
Palakkad,Malappuram Central,Kottakkal,Kuttippuram,Kuttippuram,7.71%,2309,11.2%,2712,12.2%,4380
Palakkad,Malappuram Central,Kottakkal,Kottakkal,Marakkara,3.56%,932,6.9%,1638,7.9%,2596
Palakkad,Malappuram Central,Kottakkal,Kuttippuram,Irumbiliyum,6.55%,1357,12.8%,2468,13.8%,3389
Palakkad,Malappuram Central,Kottakkal,Kuttippuram,Edayur,3.94%,903,7.6%,1610,8.6%,2403
Palakkad,Malappuram West,Tirur,Thirunavaya,Athavanad,2.89%,766,6.6%,1512,7.6%,2515
Palakkad,Malappuram Central,Mankada,Mankada,Mankada,2.02%,447,5.6%,1174,6.6%,1789
Palakkad,Malappuram Central,Mankada,Mankada,Makkaraparamba,0.54%,62,3.7%,446,4.7%,717
Palakkad,Malappuram Central,Mankada,Kolathur,Moorkanade,5.21%,1244,8.8%,1790,9.8%,2934
Palakkad,Malappuram Central,Mankada,Mankada,Puzhakkatiri,4.94%,1005,8.2%,1484,9.2%,2397
Palakkad,Malappuram Central,Mankada,Kolathur,Koottilangadi,0.6%,145,3.6%,828,4.6%,1336
Palakkad,Malappuram Central,Mankada,Kolathur,Kuruva,2.65%,825,5.9%,1637,6.9%,2693
Palakkad,Malappuram Central,Mankada,Mankada,Angadippuram,5.59%,2062,9.6%,3251,10.6%,4855
Palakkad,Malappuram East,Perinthalamanna,Elamkulam,Pulamanthole,2.76%,710,7%,1698,8%,2402
Palakkad,Malappuram East,Perinthalamanna,Perinthalmanna,Vettattur,1.8%,336,4%,695,5%,1149
Palakkad,Malappuram East,Perinthalamanna,Perinthalmanna,Tazhekkod,1.1%,291,3.2%,835,4.2%,1390
Palakkad,Malappuram East,Manjeri,Pandikkad,Keezhattur,4.32%,1036,6%,1293,7%,1950
Palakkad,Malappuram East,Perinthalamanna,Perinthalmanna,Melattur,4.15%,766,9.3%,1544,10.3%,2412
Palakkad,Malappuram East,Perinthalamanna,Elamkulam,Elamkulam,3.63%,645,8.9%,1327,9.9%,2181
Palakkad,Malappuram East,Perinthalamanna,Elamkulam,Aliparamba,2.82%,791,6.1%,1624,7.1%,2421
Palakkad,Malappuram Central,Malappuram,Malappuram,Kodur,0.74%,182,3.6%,687,4.6%,1353
Palakkad,Malappuram Central,Vengara,Parappur,Othukkungal,0.6%,147,3.6%,774,4.6%,1434
Palakkad,Malappuram Central,Malappuram,Pookkottur,Pookkottur,0.64%,149,4.2%,993,5.2%,1501
Palakkad,Malappuram Central,Kottakkal,Kottakkal,Ponmala,4.4%,1012,6.5%,1349,7.5%,2071
Palakkad,Malappuram Central,Malappuram,Pookkottur,Morayur,1.36%,309,5%,1031,6%,1663
Palakkad,Malappuram Central,Malappuram,Malappuram,Anakayam,0.75%,251,3.5%,1050,4.5%,1739
Palakkad,Malappuram East,Ernaad,Edavanna,Edavanna,2.27%,725,6.4%,1929,7.4%,2780
Palakkad,Malappuram Central,Malappuram,Pookkottur,Pulpatta,1.3%,377,5%,1319,6%,1921
Palakkad,Malappuram Central,Kondotty,Vazhakkad,Cheekkode,0.73%,157,5.6%,1185,6.6%,1631
Palakkad,Malappuram East,Ernaad,Eranad,Kuzhimanna,2.08%,464,5.6%,935,6.6%,1731
Palakkad,Malappuram East,Ernaad,Eranad,Keezhuparamba,1.71%,270,5%,747,6%,1132
Palakkad,Malappuram East,Ernaad,Eranad,Kavanur,1.87%,490,6.8%,1570,7.8%,2311
Palakkad,Malappuram East,Ernaad,Edavanna,Urangattiri,2.38%,628,7.6%,2002,8.6%,2689
Palakkad,Malappuram East,Ernaad,Eranad,Areacode,1.42%,297,5.9%,1183,6.9%,1543
Palakkad,Malappuram East,Manjeri,Pandikkad,Edapatta,1.02%,162,4%,403,5%,945
Palakkad,Malappuram East,Nilambur,Nilambur,Karulai,3.01%,468,7.3%,1244,8.3%,1582
Palakkad,Malappuram East,Nilambur,Nilambur,Amarambalam,6.36%,1579,13.5%,2811,14.5%,4253
Palakkad,Malappuram East,Wandoor,Kalikkavu,Thuvoor,1.22%,254,7.7%,1379,8.7%,2051
Palakkad,Malappuram East,Wandoor,Kalikkavu,Karuvarakundu,2.36%,626,7.2%,1705,8.2%,2649
Palakkad,Malappuram East,Wandoor,Kalikkavu,Chokkad,1.77%,373,4.6%,858,5.6%,1376
Palakkad,Malappuram East,Wandoor,Kalikkavu,Kalikavu,1.55%,377,6.9%,1457,7.9%,2300
Palakkad,Malappuram East,Manjeri,Manjeri,Thrikkalangode,5.16%,1860,10.3%,3318,11.3%,4845
Palakkad,Malappuram East,Manjeri,Pandikkad,Pandikkad,3.93%,1403,7.8%,2489,8.8%,3783
Palakkad,Malappuram East,Wandoor,Wandoor,Porur,3.72%,758,6.8%,834,7.8%,1852
Palakkad,Malappuram East,Wandoor,Wandoor,Mampad,0.42%,105,4.6%,1132,5.6%,1760
Palakkad,Malappuram East,Wandoor,Wandoor,Thiruvali,4.87%,887,13.1%,2901,14.1%,3387
Palakkad,Malappuram East,Wandoor,Wandoor,Wandoor,4.87%,1626,10.7%,3413,11.7%,4609
Ernakulam,Thrissur South,Irinjalakuda,Aloor,Poomangalam,23.26%,1981,42.5%,3493,43.5%,4547
Palakkad,Malappuram Central,Kondotty,Vazhakkad,Muthuvallur,2.32%,397,5.7%,900,6.7%,1315
Palakkad,Malappuram Central,Kondotty,Kondotty,Pulikkal,1.69%,461,4.8%,1162,5.8%,1874
Palakkad,Malappuram Central,Kondotty,Vazhakkad,Vazhakkad,4.98%,1203,7.2%,1690,8.2%,2356
Alappuzha,Alappuzha North,Alappuzha,Alappuzha,Aryad,17.55%,3441,27%,6078,28%,6376
Kozhikode,Kasaragod,Kasargod,Badiadka,Kumbadaje,31.98%,3028,42.5%,3891,43.5%,4820
Palakkad,Malappuram Central,Kondotty,Kondotty,Cherukavu,13.81%,3464,17.7%,4095,18.7%,5482
Palakkad,Malappuram East,Ernaad,Edavanna,Chaliyar,2.02%,286,12%,1077,13%,2029
Palakkad,Malappuram East,Nilambur,Nilambur,Chungathara,6.66%,1633,11.3%,2620,12.3%,3502
Palakkad,Malappuram East,Nilambur,Edakkara,Moothedam,3.48%,610,8.7%,1191,9.7%,1929
Palakkad,Malappuram East,Nilambur,Edakkara,Edakkara,5.46%,1058,12%,1962,13%,2853
Palakkad,Malappuram East,Nilambur,Edakkara,Pothukal,3.8%,703,10.9%,1808,11.9%,2394
Palakkad,Malappuram East,Nilambur,Edakkara,Vazhikkadavu,3.52%,702,9.9%,2819,10.9%,3760
Kozhikode,Kozhikode City,Beypore,Ramanattukara,Feroke,10.96%,3816,12.8%,4411,13.8%,5769
Kozhikode,Kozhikode Rural,Thiruvambady,Mukkam,Mukkam,6.02%,1690,15.8%,4158,16.8%,5353
Kozhikode,Kozhikode Rural,Koduvally,Koduvally,Koduvally,2.25%,743,5.5%,1681,6.5%,2414
Kozhikode,Kozhikode City,Beypore,Ramanattukara,Ramanattukara,13.47%,3234,15.6%,3699,16.6%,4595
Kozhikode,Kozhikode North,Koyilandy,Payyoli,Payyoli,12.54%,4189,12.3%,4236,13.54%,5383
Kozhikode,Kozhikode North,Vatakara,Vadakara,Vatakara,12.61%,6079,10.8%,4485,13.61%,7899
Kozhikode,Kozhikode North,Koyilandy,Koyilandy,Koyilandy,15.77%,7652,16%,7260,17%,9654
Kozhikode,Kozhikode City,Kunnamangalam,Olavanna,Olavanna,21.35%,9218,19.5%,8118,22.35%,11388
Kozhikode,Kozhikode City,Beypore,Ramanattukara,Kadalundi,11.68%,3315,15.6%,4262,16.6%,5507
Kozhikode,Kozhikode City,Beypore,Beypore,Perumanna,14.69%,3898,14.5%,3807,15.69%,4806
Kozhikode,Kozhikode City,Kunnamangalam,Olavanna,Peruvayal,14.71%,4988,16.1%,5648,17.1%,6446
Kozhikode,Kozhikode City,Kunnamangalam,Kunnamangalam,Chathamangalam,13.25%,4097,15%,4534,16%,5728
Ernakulam,Thrissur City,Manalur,Manalur,Manalur,22.32%,4782,42.9%,8438,43.9%,11089
Kozhikode,Kozhikode Rural,Thiruvambady,Mukkam,Karassery,2.58%,567,6.9%,1388,7.9%,1825
Kozhikode,Kozhikode City,Kunnamangalam,Kunnamangalam,Mavoor,10.46%,2199,15.7%,3247,16.7%,4052
Kozhikode,Kozhikode Rural,Elathur,Chelannur,Kuruvattoor,12.58%,3111,17.1%,3530,18.1%,5131
Kozhikode,Kozhikode Rural,Thiruvambady,Mukkam,Kodiyathur,2.86%,562,5.2%,879,6.2%,1356
Kozhikode,Kozhikode Rural,Thiruvambady,Thiruvambady,Kodanchery,2.82%,640,9.7%,1889,10.7%,3089
Kozhikode,Kozhikode Rural,Koduvally,Thamarassery,Kattippara,7.51%,1169,11.7%,415,12.7%,2236
Kozhikode,Kozhikode Rural,Koduvally,Thamarassery,Omassery,9.29%,2057,10.5%,2227,11.5%,3030
Kozhikode,Kozhikode Rural,Koduvally,Thamarassery,Thamarassery,7.43%,1700,10.8%,3627,11.8%,3121
Kozhikode,Kozhikode Rural,Thiruvambady,Thiruvambady,Puthuppadi,2.27%,635,8.1%,1981,9.1%,3083
Kozhikode,Kozhikode Rural,Koduvally,Koduvally,Madavoor,4.89%,974,7.9%,2472,8.9%,1984
Kozhikode,Kozhikode Rural,Koduvally,Thamarassery,Kizhakkoth,4.03%,880,7.8%,1617,8.8%,2310
Kozhikode,Kozhikode Rural,Thiruvambady,Mukkam,Koodaranhi,3.32%,348,10.2%,1045,11.2%,1544
Kozhikode,Kozhikode Rural,Thiruvambady,Thiruvambady,Thiruvambadi,2.56%,462,12%,2036,13%,2934
Kozhikode,Kozhikode Rural,Elathur,Elathur,Thalakulathur,13.12%,2706,18.1%,3366,19.1%,4264
Kozhikode,Kozhikode Rural,Koduvally,Koduvally,Narikunni,8.87%,1519,10.6%,1724,11.6%,2273
Ernakulam,Thrissur South,Irinjalakuda,Irinjalakuda,Padiyoor,30.61%,3975,43.1%,5536,44.1%,6884
Kozhikode,Kasaragod,Manjeshwaram,Manjeshwar,Meenja,37.45%,5695,43.1%,6435,44.1%,8415
Kozhikode,Kozhikode Rural,Elathur,Chelannur,Chelannur,10.93%,3107,17.9%,5433,18.9%,6197
Kozhikode,Kozhikode Rural,Elathur,Elathur,Kakkodi,10.49%,3065,17.5%,5248,18.5%,6210
Kozhikode,Kozhikode Rural,Balussery,Balussery,Atholi,13.08%,2697,15.6%,3280,16.6%,4061
Thiruvananthapuram,Thiruvananthapuram South,Kovalam,Kovalam,Kalliyoor Gramapanchayath,33%,9168,43.7%,11105,44.7%,15066
Kozhikode,Kozhikode North,Koyilandy,Payyoli,Moodadi,7.28%,1510,8.3%,2174,9.3%,2319
Kozhikode,Kozhikode North,Perambra,Meppayur,Arikkulam,10.03%,1383,7.3%,982,11.03%,1729
Kozhikode,Kozhikode North,Koyilandy,Koyilandy,Chemanchery,15.34%,3747,11.2%,2277,16.34%,4707
Kozhikode,Kozhikode Rural,Balussery,Ulliyeri,Koorachundu,1.69%,188,6.8%,619,7.8%,1114
Kozhikode,Kozhikode Rural,Balussery,Balussery,Panangad,13.33%,3184,15.1%,3357,16.1%,4273
Kozhikode,Kozhikode Rural,Balussery,Balussery,Unnikulam,12.83%,4269,13.4%,3957,14.4%,5884
Kozhikode,Kozhikode Rural,Balussery,Ulliyeri,Ulliyeri,9.6%,2272,12.9%,2879,13.9%,3507
Kozhikode,Kozhikode Rural,Balussery,Ulliyeri,Kottur,7.03%,1609,10%,2060,11%,2833
Kozhikode,Kozhikode Rural,Balussery,Ulliyeri,Naduvannur,6.27%,1191,9.2%,1825,10.2%,2241
Kozhikode,Kozhikode Rural,Balussery,Balussery,Balussery,15.63%,3200,16.4%,3526,17.4%,4062
Kozhikode,Kozhikode North,Perambra,Perambra,Chakkittapara,3.55%,518,5.5%,698,6.5%,1084
Kozhikode,Kozhikode North,Perambra,Perambra,Perambra,9.79%,2333,10.4%,162,11.4%,3076
Kozhikode,Kozhikode North,Perambra,Perambra,Koothali,7.56%,897,8.8%,1036,9.8%,1240
Kozhikode,Kozhikode Rural,Balussery,Ulliyeri,Kayanna,8.55%,875,10.6%,1085,11.6%,1293
Kozhikode,Kozhikode North,Perambra,Perambra,Changaroth,8.75%,1960,8.3%,1683,9.75%,2582
Kozhikode,Kozhikode North,Perambra,Meppayur,Nochad,4.27%,859,6.2%,1023,7.2%,1621
Kozhikode,Kozhikode North,Perambra,Perambra,Cheruvannur,8.47%,1481,8.2%,3615,9.47%,1874
Kozhikode,Kozhikode North,Perambra,Meppayur,Meppayur,5.7%,1148,6.3%,1213,7.3%,1694
Kozhikode,Kozhikode North,Koyilandy,Payyoli,Thikkodi,12.57%,2270,7.4%,1199,13.57%,2860
Kozhikode,Kozhikode North,Perambra,Meppayur,Keezhariyur,9.93%,1109,9%,911,10.93%,1380
Kozhikode,Kozhikode North,Perambra,Meppayur,Thurayur,6.6%,654,10.2%,971,11.2%,1290
Kozhikode,Kozhikode North,Kuttiady,Villiappally,Thiruvallur,3.13%,813,5.6%,1752,6.6%,1957
Kozhikode,Kozhikode North,Kuttiady,Villiappally,Maniyur,6.7%,1947,6%,1830,7.7%,2486
Kozhikode,Kozhikode North,Kuttiady,Villiappally,Villiappally,11.08%,2667,8.5%,2398,12.08%,3386
Kozhikode,Kozhikode North,Kuttiady,Villiappally,Ayancheri,8.16%,1543,8.2%,1716,9.2%,2155
Kozhikode,Kozhikode North,Nadapuram,Naripatta,Narippatta,11.42%,2038,8.5%,1657,12.42%,2644
Kozhikode,Kozhikode North,Nadapuram,Naripatta,Maruthonkara,6.97%,1031,8.1%,1124,9.1%,1471
Kozhikode,Kozhikode North,Kuttiady,Kuttiady,Kuttiadi,7.14%,967,5.2%,745,8.14%,1286
Kozhikode,Kozhikode North,Nadapuram,Naripatta,Kavilumpara,6.98%,1106,7.6%,1155,8.6%,1558
